Token	Language	Anglicism
por	Spn	no
hacer	Spn	no
un	Spn	no
poquito	Spn	no
más	Spn	no
por	Spn	no
este	Spn	no
club	Eng-UnadaptedAng	yes
.	PUNCT	no
Estamos	Spn	no
dando	Spn	no
el	Spn	no
máximo	Spn	no
,	PUNCT	no
las	Spn	no
cosas	Spn	no
no	Spn	no
nos	Spn	no
están	Spn	no
saliendo	Spn	no
,	PUNCT	no
pero	Spn	no
así	Spn	no
es	Spn	no
el	Spn	no
fútbol	Spn	no
.	PUNCT	no
Mi	Spn	no
mujer	Spn	no
me	Spn	no
dijo	Spn	no
que	Spn	no
hoy	Spn	no
podía	Spn	no
ser	Spn	no
una	Spn	no
gran	Spn	no
noche	Spn	no
y	Spn	no
debe	Spn	no
estar	Spn	no
tan	Spn	no
emocionada	Spn	no
como	Spn	no
yo	Spn	no
.	PUNCT	no
Hoy	Spn	no
ella	Spn	no
me	Spn	no
dio	Spn	no
el	Spn	no
empujoncito	Spn	no
que	Spn	no
necesitaba	Spn	no
'	PUNCT	no
El	Spn	no
partido	Spn	no
no	Spn	no
fue	Spn	no
bueno	Spn	no
,	PUNCT	no
y	Spn	no
en	Spn	no
los	Spn	no
90	NUM	no
minutos	Spn	no
quien	Spn	no
mejor	Spn	no
hizo	Spn	no
las	Spn	no
cosas	Spn	no
fue	Spn	no
el	Spn	no
que	Spn	no
finalmente	Spn	no
ganó	Spn	no
,	PUNCT	no
sobre	Spn	no
todo	Spn	no
por	Spn	no
lo	Spn	no
demostrado	Spn	no
en	Spn	no
la	Spn	no
primera	Spn	no
mitad	Spn	no
.	PUNCT	no
Boca	Spn	no
,	PUNCT	no
en	Spn	no
cambio	Spn	no
,	PUNCT	no
fue	Spn	no
una	Spn	no
sombra	Spn	no
y	Spn	no
tuvo	Spn	no
una	Spn	no
actuación	Spn	no
muy	Spn	no
por	Spn	no
debajo	Spn	no
de	Spn	no
lo	Spn	no
exhibido	Spn	no
el	Spn	no
sábado	Spn	no
ante	Spn	no
San	Spn	no
Lorenzo	Spn	no
.	PUNCT	no
Esta	Spn	no
es	Spn	no
la	Spn	no
cuarta	Spn	no
consagración	Spn	no
de	Spn	no
Arsenal	Spn	no
en	Spn	no
toda	Spn	no
su	Spn	no
historia	Spn	no
,	PUNCT	no
luego	Spn	no
de	Spn	no
la	Spn	no
Sudamericana	Spn	no
2007	NUM	no
,	PUNCT	no
la	Spn	no
Suruga	Spn	no
Bank	Spn	no
2012	NUM	no
y	Spn	no
el	Spn	no
Clausura	Spn	no
2012	NUM	no
.	PUNCT	no
'	PUNCT	no
La	Spn	no
verdad	Spn	no
que	Spn	no
los	Spn	no
muchachos	Spn	no
han	Spn	no
hecho	Spn	no
entrar	Spn	no
otra	Spn	no
vez	Spn	no
a	Spn	no
Arsenal	Spn	no
en	Spn	no
la	Spn	no
historia	Spn	no
.	PUNCT	no
Creo	Spn	no
que	Spn	no
en	Spn	no
los	Spn	no
90	NUM	no
minutos	Spn	no
fuimos	Spn	no
superiores	Spn	no
y	Spn	no
recién	Spn	no
en	Spn	no
los	Spn	no
penales	Spn	no
llegó	Spn	no
la	Spn	no
justicia	Spn	no
.	PUNCT	no
Jugar	Spn	no
una	Spn	no
final	Spn	no
la	Spn	no
juegan	Spn	no
los	Spn	no
que	Spn	no
han	Spn	no
ganado	Spn	no
cosas	Spn	no
importantes	Spn	no
,	PUNCT	no
más	Spn	no
allá	Spn	no
de	Spn	no
que	Spn	no
en	Spn	no
la	Spn	no
actualidad	Spn	no
no	Spn	no
estamos	Spn	no
haciendo	Spn	no
un	Spn	no
buen	Spn	no
torneo	Spn	no
'	PUNCT	no
,	PUNCT	no
analizó	Spn	no
el	Spn	no
técnico	Spn	no
Gustavo	Spn	no
Alfaro	Spn	no
.	PUNCT	no
Cristiano	Spn	no
sufriÃ³	X	no
un	Spn	no
duro	Spn	no
golpe	Spn	no
'	PUNCT	no
ahÃ	X	no
­	X	no
'	PUNCT	no
.	PUNCT	no
Su	Spn	no
carita	Spn	no
,	PUNCT	no
lo	Spn	no
dice	Spn	no
todo	Spn	no
(	PUNCT	no
Reuters	Eng-NE	no
)	PUNCT	no
.	PUNCT	no
El	Spn	no
delantero	Spn	no
luso	Spn	no
marcó	Spn	no
el	Spn	no
tanto	Spn	no
que	Spn	no
significó	Spn	no
la	Spn	no
derrota	Spn	no
del	Spn	no
Real	Spn	no
Madrid	Spn	no
ante	Spn	no
Granada	Spn	no
por	Spn	no
1	NUM	no
a	Spn	no
0	NUM	no
.	PUNCT	no
Ronaldo	Spn	no
intentó	Spn	no
despejar	Spn	no
por	Spn	no
alto	Spn	no
la	Spn	no
pelota	Spn	no
de	Spn	no
los	Spn	no
andaluces	Spn	no
y	Spn	no
terminó	Spn	no
clavándola	Spn	no
en	Spn	no
el	Spn	no
arco	Spn	no
de	Spn	no
su	Spn	no
compañero	Spn	no
Diego	Spn	no
López	Spn	no
.	PUNCT	no
El	Spn	no
Real	Spn	no
Madrid	Spn	no
,	PUNCT	no
tercer	Spn	no
clasificado	Spn	no
,	PUNCT	no
volvió	Spn	no
a	Spn	no
mostrar	Spn	no
su	Spn	no
peor	Spn	no
cara	Spn	no
de	Spn	no
esta	Spn	no
temporada	Spn	no
y	Spn	no
perdió	Spn	no
1	NUM	no
-	PUNCT	no
0	NUM	no
ante	Spn	no
uno	Spn	no
de	Spn	no
los	Spn	no
equipos	Spn	no
de	Spn	no
la	Spn	no
mitad	Spn	no
baja	Spn	no
de	Spn	no
la	Spn	no
tabla	Spn	no
,	PUNCT	no
el	Spn	no
Granada	Spn	no
(	PUNCT	no
16º	NUM	no
)	PUNCT	no
,	PUNCT	no
con	Spn	no
un	Spn	no
tanto	Spn	no
en	Spn	no
contra	Spn	no
de	Spn	no
su	Spn	no
estrella	Spn	no
Cristiano	Spn	no
Ronaldo	Spn	no
,	PUNCT	no
este	Spn	no
sábado	Spn	no
en	Spn	no
la	Spn	no
22º	NUM	no
jornada	Spn	no
de	Spn	no
la	Spn	no
Liga	Spn	no
española	Spn	no
.	PUNCT	no
El	Spn	no
astro	Spn	no
portugués	Spn	no
está	Spn	no
acostumbrado	Spn	no
a	Spn	no
marcar	Spn	no
en	Spn	no
las	Spn	no
porterías	Spn	no
rivales	Spn	no
,	PUNCT	no
pero	Spn	no
esta	Spn	no
vez	Spn	no
vivió	Spn	no
la	Spn	no
contrariedad	Spn	no
de	Spn	no
hacerlo	Spn	no
en	Spn	no
la	Spn	no
propia	Spn	no
,	PUNCT	no
cuando	Spn	no
intentaba	Spn	no
despejar	Spn	no
por	Spn	no
alto	Spn	no
un	Spn	no
balón	Spn	no
de	Spn	no
los	Spn	no
andaluces	Spn	no
y	Spn	no
terminó	Spn	no
tocando	Spn	no
al	Spn	no
interior	Spn	no
de	Spn	no
la	Spn	no
portería	Spn	no
defendida	Spn	no
por	Spn	no
Diego	Spn	no
López	Spn	no
,	PUNCT	no
sustituto	Spn	no
del	Spn	no
lesionado	Spn	no
Iker	Spn	no
Casillas	Spn	no
.	PUNCT	no
Con	Spn	no
esta	Spn	no
derrota	Spn	no
en	Spn	no
el	Spn	no
estadio	Spn	no
Nuevo	Spn	no
Los	Spn	no
Cármenes	Spn	no
,	PUNCT	no
el	Spn	no
Real	Spn	no
Madrid	Spn	no
se	Spn	no
frena	Spn	no
en	Spn	no
el	Spn	no
tercer	Spn	no
lugar	Spn	no
y	Spn	no
el	Spn	no
Atlético	Spn	no
de	Spn	no
Madrid	Spn	no
(	PUNCT	no
2º	NUM	no
)	PUNCT	no
,	PUNCT	no
del	Spn	no
que	Spn	no
se	Spn	no
había	Spn	no
puesto	Spn	no
el	Spn	no
pasado	Spn	no
fin	Spn	no
de	Spn	no
semana	Spn	no
a	Spn	no
cuatro	Spn	no
puntos	Spn	no
,	PUNCT	no
podría	Spn	no
recuperar	Spn	no
el	Spn	no
margen	Spn	no
de	Spn	no
siete	Spn	no
,	PUNCT	no
si	Spn	no
gana	Spn	no
el	Spn	no
domingo	Spn	no
al	Spn	no
Betis	Spn	no
,	PUNCT	no
quinto	Spn	no
.	PUNCT	no
El	Spn	no
FC	Spn	no
Barcelona	Spn	no
,	PUNCT	no
con	Spn	no
el	Spn	no
que	Spn	no
el	Spn	no
Real	Spn	no
Madrid	Spn	no
empató	Spn	no
1	NUM	no
-	PUNCT	no
1	NUM	no
el	Spn	no
miércoles	Spn	no
en	Spn	no
la	Spn	no
ida	Spn	no
de	Spn	no
semifinales	Spn	no
de	Spn	no
la	Spn	no
Copa	Spn	no
del	Spn	no
Rey	Spn	no
,	PUNCT	no
es	Spn	no
líder	Spn	no
destacado	Spn	no
,	PUNCT	no
con	Spn	no
11	NUM	no
puntos	Spn	no
sobre	Spn	no
el	Spn	no
Atlético	Spn	no
y	Spn	no
15	NUM	no
por	Spn	no
encima	Spn	no
el	Spn	no
Real	Spn	no
Madrid	Spn	no
,	PUNCT	no
que	Spn	no
podría	Spn	no
ver	Spn	no
cómo	Spn	no
su	Spn	no
gran	Spn	no
rival	Spn	no
azulgrana	Spn	no
termina	Spn	no
el	Spn	no
fin	Spn	no
de	Spn	no
semana	Spn	no
con	Spn	no
18	NUM	no
más	Spn	no
,	PUNCT	no
si	Spn	no
gana	Spn	no
el	Spn	no
domingo	Spn	no
en	Spn	no
Valencia	Spn	no
.	PUNCT	no
El	Spn	no
Real	Spn	no
Madrid	Spn	no
tuvo	Spn	no
problema	Spn	no
desde	Spn	no
el	Spn	no
principio	Spn	no
y	Spn	no
Manuel	Spn	no
Agudo	Spn	no
Nolito	Spn	no
pudo	Spn	no
marcar	Spn	no
en	Spn	no
el	Spn	no
21	NUM	no
,	PUNCT	no
aunque	Spn	no
Álvaro	Spn	no
Arbeloa	Spn	no
sacó	Spn	no
.	PUNCT	no
En	Spn	no
la	Spn	no
jugada	Spn	no
siguiente	Spn	no
llegó	Spn	no
el	Spn	no
tanto	Spn	no
en	Spn	no
contra	Spn	no
de	Spn	no
Cristiano	Spn	no
.	PUNCT	no
Jose	Spn	no
Mourinho	Spn	no
movió	Spn	no
el	Spn	no
banquillo	Spn	no
en	Spn	no
el	Spn	no
descanso	Spn	no
y	Spn	no
dio	Spn	no
entrada	Spn	no
al	Spn	no
francés	Spn	no
Karim	Spn	no
Benzema	Spn	no
,	PUNCT	no
en	Spn	no
lugar	Spn	no
del	Spn	no
argentino	Spn	no
Gonzalo	Spn	no
Higuaín	Spn	no
en	Spn	no
ataque	Spn	no
.	PUNCT	no
Cristiano	Spn	no
Ronaldo	Spn	no
probó	Spn	no
suerte	Spn	no
ante	Spn	no
el	Spn	no
arquero	Spn	no
Toño	Spn	no
en	Spn	no
el	Spn	no
71	NUM	no
y	Spn	no
Benzema	Spn	no
dispuso	Spn	no
de	Spn	no
una	Spn	no
clara	Spn	no
ocasión	Spn	no
en	Spn	no
el	Spn	no
84	NUM	no
,	PUNCT	no
solo	Spn	no
ante	Spn	no
la	Spn	no
portería	Spn	no
aunque	Spn	no
cruzando	Spn	no
demasiado	Spn	no
,	PUNCT	no
y	Spn	no
el	Spn	no
marcador	Spn	no
no	Spn	no
se	Spn	no
movió	Spn	no
.	PUNCT	no
Para	Spn	no
el	Spn	no
Granada	Spn	no
se	Spn	no
trata	Spn	no
no	Spn	no
sólo	Spn	no
de	Spn	no
un	Spn	no
triunfo	Spn	no
de	Spn	no
prestigio	Spn	no
,	PUNCT	no
sino	Spn	no
del	Spn	no
primero	Spn	no
de	Spn	no
la	Spn	no
nueva	Spn	no
etapa	Spn	no
del	Spn	no
club	Eng-UnadaptedAng	yes
,	PUNCT	no
en	Spn	no
el	Spn	no
estreno	Spn	no
en	Spn	no
el	Spn	no
cargo	Spn	no
de	Spn	no
su	Spn	no
nuevo	Spn	no
entrenador	Spn	no
,	PUNCT	no
Lucas	Spn	no
Alcaraz	Spn	no
.	PUNCT	no
En	Spn	no
los	Spn	no
otros	Spn	no
partidos	Spn	no
del	Spn	no
día	Spn	no
destacó	Spn	no
la	Spn	no
derrota	Spn	no
del	Spn	no
Levante	Spn	no
,	PUNCT	no
séptimo	Spn	no
,	PUNCT	no
por	Spn	no
3	NUM	no
-	PUNCT	no
2	NUM	no
en	Spn	no
su	Spn	no
visita	Spn	no
al	Spn	no
Espanyol	Spn	no
(	PUNCT	no
14º	NUM	no
)	PUNCT	no
del	Spn	no
mexicano	Spn	no
Javier	Spn	no
Aguirre	Spn	no
,	PUNCT	no
con	Spn	no
lo	Spn	no
que	Spn	no
desaprovechó	Spn	no
la	Spn	no
ocasión	Spn	no
de	Spn	no
ponerse	Spn	no
provisionalmente	Spn	no
cuarto	Spn	no
,	PUNCT	no
algo	Spn	no
que	Spn	no
hubiera	Spn	no
logrado	Spn	no
en	Spn	no
caso	Spn	no
de	Spn	no
victoria	Spn	no
.	PUNCT	no
Los	Spn	no
tantos	Spn	no
del	Spn	no
Levante	Spn	no
llegaron	Spn	no
por	Spn	no
medio	Spn	no
de	Spn	no
Rubén	Spn	no
García	Spn	no
(	PUNCT	no
minuto	Spn	no
47	NUM	no
)	PUNCT	no
y	Spn	no
el	Spn	no
nigeriano	Spn	no
Obafemi	Spn	no
Martins	Spn	no
(	PUNCT	no
87	NUM	no
)	PUNCT	no
,	PUNCT	no
pero	Spn	no
el	Spn	no
Espanyol	Spn	no
se	Spn	no
llevó	Spn	no
los	Spn	no
tres	Spn	no
puntos	Spn	no
gracias	Spn	no
a	Spn	no
un	Spn	no
gol	Eng-AdaptedAng	yes
en	Spn	no
contra	Spn	no
de	Spn	no
Vicente	Spn	no
Iborra	Spn	no
(	PUNCT	no
41	NUM	no
)	PUNCT	no
y	Spn	no
las	Spn	no
dianas	Spn	no
del	Spn	no
uruguayo	Spn	no
Christian	Spn	no
Stuani	Spn	no
(	PUNCT	no
67	NUM	no
)	PUNCT	no
y	Spn	no
de	Spn	no
Sergio	Spn	no
García	Spn	no
(	PUNCT	no
69	NUM	no
)	PUNCT	no
.	PUNCT	no
Poco	Spn	no
antes	Spn	no
,	PUNCT	no
el	Spn	no
Getafe	Spn	no
se	Spn	no
había	Spn	no
asentado	Spn	no
en	Spn	no
la	Spn	no
zona	Spn	no
media	Spn	no
de	Spn	no
la	Spn	no
Liga	Spn	no
española	Spn	no
,	PUNCT	no
donde	Spn	no
se	Spn	no
puso	Spn	no
décimo	Spn	no
provisionalmente	Spn	no
,	PUNCT	no
con	Spn	no
una	Spn	no
victoria	Spn	no
por	Spn	no
3	NUM	no
-	PUNCT	no
1	NUM	no
en	Spn	no
casa	Spn	no
ante	Spn	no
el	Spn	no
colista	Spn	no
Deportivo	Spn	no
de	Spn	no
la	Spn	no
Coruña	Spn	no
.	PUNCT	no
El	Spn	no
Depor	Spn	no
había	Spn	no
comenzado	Spn	no
bien	Spn	no
,	PUNCT	no
con	Spn	no
un	Spn	no
penal	Spn	no
que	Spn	no
costó	Spn	no
la	Spn	no
expulsión	Spn	no
al	Spn	no
portero	Spn	no
local	Spn	no
Miguel	Spn	no
Ángel	Spn	no
Moyá	Spn	no
y	Spn	no
que	Spn	no
fue	Spn	no
transformado	Spn	no
por	Spn	no
el	Spn	no
portugués	Spn	no
Pizzi	Spn	no
(	PUNCT	no
minuto	Spn	no
12	NUM	no
)	PUNCT	no
,	PUNCT	no
aunque	Spn	no
el	Spn	no
local	Spn	no
Diego	Spn	no
Castro	Spn	no
equilibró	Spn	no
,	PUNCT	no
también	Spn	no
de	Spn	no
penal	Spn	no
,	PUNCT	no
poco	Spn	no
después	Spn	no
.	PUNCT	no
El	Spn	no
Getafe	Spn	no
resistió	Spn	no
muy	Spn	no
bien	Spn	no
a	Spn	no
pesar	Spn	no
de	Spn	no
tener	Spn	no
un	Spn	no
jugador	Spn	no
menos	Spn	no
.	PUNCT	no
Su	Spn	no
rival	Spn	no
se	Spn	no
quedó	Spn	no
más	Spn	no
tarde	Spn	no
también	Spn	no
con	Spn	no
diez	Spn	no
,	PUNCT	no
por	Spn	no
la	Spn	no
segunda	Spn	no
amarilla	Spn	no
al	Spn	no
colombiano	Spn	no
Abel	Spn	no
Aguilar	Spn	no
en	Spn	no
el	Spn	no
71	NUM	no
.	PUNCT	no
En	Spn	no
la	Spn	no
recta	Spn	no
final	Spn	no
del	Spn	no
partido	Spn	no
llegaron	Spn	no
los	Spn	no
dos	Spn	no
tantos	Spn	no
que	Spn	no
decidieron	Spn	no
el	Spn	no
choque	Spn	no
para	Spn	no
los	Spn	no
madrileños	Spn	no
,	PUNCT	no
por	Spn	no
medio	Spn	no
de	Spn	no
Álvaro	Spn	no
Vázquez	Spn	no
y	Spn	no
Adrián	Spn	no
Colunga	Spn	no
,	PUNCT	no
hundiendo	Spn	no
a	Spn	no
los	Spn	no
gallegos	Spn	no
en	Spn	no
la	Spn	no
última	Spn	no
posición	Spn	no
.	PUNCT	no
En	Spn	no
el	Spn	no
primer	Spn	no
partido	Spn	no
del	Spn	no
día	Spn	no
,	PUNCT	no
el	Spn	no
Osasuna	Spn	no
(	PUNCT	no
17º	NUM	no
)	PUNCT	no
abandonó	Spn	no
los	Spn	no
puestos	Spn	no
de	Spn	no
descenso	Spn	no
gracias	Spn	no
a	Spn	no
su	Spn	no
victoria	Spn	no
1	NUM	no
-	PUNCT	no
0	NUM	no
ante	Spn	no
el	Spn	no
Celta	Spn	no
de	Spn	no
Vigo	Spn	no
(	PUNCT	no
18º	NUM	no
)	PUNCT	no
,	PUNCT	no
por	Spn	no
un	Spn	no
solitario	Spn	no
tanto	Spn	no
del	Spn	no
argentino	Spn	no
Emiliano	Spn	no
Armenteros	Spn	no
.	PUNCT	no
Para	Spn	no
el	Spn	no
domingo	Spn	no
quedarán	Spn	no
los	Spn	no
encuentros	Spn	no
de	Spn	no
los	Spn	no
dos	Spn	no
primeros	Spn	no
de	Spn	no
la	Spn	no
tabla	Spn	no
,	PUNCT	no
el	Spn	no
líder	Spn	no
Barcelona	Spn	no
y	Spn	no
el	Spn	no
Atlético	Spn	no
,	PUNCT	no
que	Spn	no
se	Spn	no
verán	Spn	no
respectivamente	Spn	no
con	Spn	no
el	Spn	no
Valencia	Spn	no
(	PUNCT	no
8º	Spn	no
)	PUNCT	no
y	Spn	no
el	Spn	no
Betis	Spn	no
(	PUNCT	no
5º	NUM	no
)	PUNCT	no
.	PUNCT	no
El	Spn	no
viernes	Spn	no
se	Spn	no
disputó	Spn	no
el	Spn	no
primer	Spn	no
partido	Spn	no
de	Spn	no
la	Spn	no
22ª	NUM	no
jornada	Spn	no
,	PUNCT	no
con	Spn	no
empate	Spn	no
2	NUM	no
-	PUNCT	no
2	NUM	no
entre	Spn	no
Valladolid	Spn	no
(	PUNCT	no
11º	NUM	no
)	PUNCT	no
y	Spn	no
Athletic	Eng-NE	no
de	Spn	no
Bilbao	Spn	no
(	PUNCT	no
12º	NUM	no
)	PUNCT	no
,	PUNCT	no
pese	Spn	no
a	Spn	no
que	Spn	no
los	Spn	no
primeros	Spn	no
se	Spn	no
habían	Spn	no
adelantado	Spn	no
por	Spn	no
2	NUM	no
-	PUNCT	no
0	NUM	no
en	Spn	no
los	Spn	no
primeros	Spn	no
minutos	Spn	no
.	PUNCT	no
AFP	X	no
Ver	Spn	no
más	Spn	no
fotos	Spn	no
La	Spn	no
Campaña	Spn	no
Antártica	Spn	no
21012	NUM	no
-	PUNCT	no
2013	NUM	no
es	Spn	no
la	Spn	no
109º	Spn	no
de	Spn	no
nuestro	Spn	no
país	Spn	no
.	PUNCT	no
Foto	Spn	no
:	PUNCT	no
Ministerio	Spn	no
de	Spn	no
Defensa	Spn	no
(	PUNCT	no
Télam	Spn	no
)	PUNCT	no
.	PUNCT	no
-	PUNCT	no
El	Spn	no
ministerio	Spn	no
de	Spn	no
Defensa	Spn	no
informó	Spn	no
hoy	Spn	no
que	Spn	no
'	PUNCT	no
finalizó	Spn	no
exitosamente	Spn	no
el	Spn	no
abastecimiento	Spn	no
de	Spn	no
provisiones	Spn	no
a	Spn	no
la	Spn	no
base	Spn	no
Belgrano	Spn	no
II	X	no
,	PUNCT	no
la	Spn	no
más	Spn	no
austral	Spn	no
de	Spn	no
la	Spn	no
República	Spn	no
Argentina	Spn	no
,	PUNCT	no
llevado	Spn	no
a	Spn	no
cabo	Spn	no
entre	Spn	no
los	Spn	no
días	Spn	no
2	NUM	no
y	Spn	no
15	NUM	no
de	Spn	no
febrero	Spn	no
'	PUNCT	no
,	PUNCT	no
en	Spn	no
el	Spn	no
marco	Spn	no
de	Spn	no
la	Spn	no
Campaña	Spn	no
Antártica	Spn	no
2012	NUM	no
-	PUNCT	no
2013	NUM	no
.	PUNCT	no
Desde	Spn	no
la	Spn	no
cartera	Spn	no
de	Spn	no
Defensa	Spn	no
se	Spn	no
explicó	Spn	no
que	Spn	no
el	Spn	no
aprovisionamiento	Spn	no
se	Spn	no
realizó	Spn	no
mediante	Spn	no
'	PUNCT	no
maniobras	Spn	no
de	Spn	no
aerolanzamiento	Spn	no
de	Spn	no
provisiones	Spn	no
'	PUNCT	no
divididas	Spn	no
en	Spn	no
nueve	Spn	no
etapas	Spn	no
'	PUNCT	no
,	PUNCT	no
debido	Spn	no
a	Spn	no
las	Spn	no
variaciones	Spn	no
de	Spn	no
las	Spn	no
condiciones	Spn	no
climáticas	Spn	no
.	PUNCT	no
'	PUNCT	no
Si	Spn	no
bien	Spn	no
el	Spn	no
reabastecimiento	Spn	no
de	Spn	no
la	Spn	no
base	Spn	no
Belgrano	Spn	no
II	X	no
se	Spn	no
realiza	Spn	no
anualmente	Spn	no
-	PUNCT	no
en	Spn	no
las	Spn	no
respectivas	Spn	no
campañas	Spn	no
antárticas	Spn	no
de	Spn	no
verano	Spn	no
-	PUNCT	no
,	PUNCT	no
cada	Spn	no
dos	Spn	no
años	Spn	no
ese	Spn	no
abastecimiento	Spn	no
es	Spn	no
de	Spn	no
una	Spn	no
mayor	Spn	no
cantidad	Spn	no
de	Spn	no
víveres	Spn	no
,	PUNCT	no
combustible	Spn	no
e	Spn	no
insumos	Spn	no
,	PUNCT	no
a	Spn	no
fin	Spn	no
de	Spn	no
garantizar	Spn	no
el	Spn	no
aprovisionamiento	Spn	no
de	Spn	no
todo	Spn	no
el	Spn	no
personal	Spn	no
que	Spn	no
allí	Spn	no
se	Spn	no
desempeña	Spn	no
'	PUNCT	no
,	PUNCT	no
se	Spn	no
destacó	Spn	no
mediante	Spn	no
un	Spn	no
comunicado	Spn	no
.	PUNCT	no
En	Spn	no
ese	Spn	no
marco	Spn	no
,	PUNCT	no
se	Spn	no
expresó	Spn	no
que	Spn	no
'	PUNCT	no
a	Spn	no
los	Spn	no
efectos	Spn	no
de	Spn	no
cumplir	Spn	no
con	Spn	no
estas	Spn	no
tareas	Spn	no
de	Spn	no
apoyo	Spn	no
logístico	Spn	no
,	PUNCT	no
el	Spn	no
Ministerio	Spn	no
contrató	Spn	no
,	PUNCT	no
mediante	Spn	no
la	Spn	no
licitación	Spn	no
pública	Spn	no
correspondiente	Spn	no
,	PUNCT	no
el	Spn	no
avión	Spn	no
ruso	Spn	no
modelo	Spn	no
Ilushyn	Spn	no
por	Spn	no
su	Spn	no
amplia	Spn	no
capacidad	Spn	no
de	Spn	no
carga	Spn	no
de	Spn	no
material	Spn	no
y	Spn	no
autonomía	Spn	no
'	PUNCT	no
.	PUNCT	no
En	Spn	no
el	Spn	no
comunicado	Spn	no
también	Spn	no
se	Spn	no
subrayó	Spn	no
que	Spn	no
'	PUNCT	no
la	Spn	no
carga	Spn	no
,	PUNCT	no
que	Spn	no
es	Spn	no
lanzada	Spn	no
desde	Spn	no
la	Spn	no
aeronave	Spn	no
a	Spn	no
través	Spn	no
de	Spn	no
paracaídas	Spn	no
,	PUNCT	no
cuenta	Spn	no
con	Spn	no
una	Spn	no
base	Spn	no
de	Spn	no
50	NUM	no
centímetros	Spn	no
de	Spn	no
material	Spn	no
amortiguante	Spn	no
que	Spn	no
la	Spn	no
protege	Spn	no
al	Spn	no
momento	Spn	no
de	Spn	no
entrar	Spn	no
en	Spn	no
contacto	Spn	no
con	Spn	no
la	Spn	no
superficie	Spn	no
,	PUNCT	no
cuya	Spn	no
importante	Spn	no
capa	Spn	no
de	Spn	no
nieve	Spn	no
también	Spn	no
atenúa	Spn	no
la	Spn	no
caída	Spn	no
'	PUNCT	no
.	PUNCT	no
'	PUNCT	no
Las	Spn	no
provisiones	Spn	no
son	Spn	no
capturadas	Spn	no
y	Spn	no
trasladadas	Spn	no
por	Spn	no
el	Spn	no
personal	Spn	no
de	Spn	no
la	Spn	no
base	Spn	no
a	Spn	no
través	Spn	no
de	Spn	no
vehículos	Spn	no
especiales	Spn	no
'	PUNCT	no
,	PUNCT	no
explicaron	Spn	no
,	PUNCT	no
y	Spn	no
agregaron	Spn	no
que	Spn	no
'	PUNCT	no
actualmente	Spn	no
Belgrano	Spn	no
II	X	no
cuenta	Spn	no
con	Spn	no
19	NUM	no
personas	Spn	no
que	Spn	no
efectúan	Spn	no
distintas	Spn	no
actividades	Spn	no
científicas	Spn	no
,	PUNCT	no
bajo	Spn	no
la	Spn	no
jefatura	Spn	no
del	Spn	no
capitán	Spn	no
de	Spn	no
Ejército	Spn	no
Mario	Spn	no
Kuntzler	Spn	no
'	PUNCT	no
.	PUNCT	no
Además	Spn	no
se	Spn	no
informó	Spn	no
que	Spn	no
'	PUNCT	no
esta	Spn	no
campaña	Spn	no
antártica	Spn	no
,	PUNCT	no
que	Spn	no
es	Spn	no
la	Spn	no
número	Spn	no
109	NUM	no
,	PUNCT	no
se	Spn	no
realiza	Spn	no
bajo	Spn	no
la	Spn	no
coordinación	Spn	no
del	Spn	no
Comando	Spn	no
Operacional	Spn	no
Conjunto	Spn	no
de	Spn	no
las	Spn	no
Fuerzas	Spn	no
Armadas	Spn	no
,	PUNCT	no
con	Spn	no
el	Spn	no
objetivo	Spn	no
de	Spn	no
ejecutar	Spn	no
todas	Spn	no
las	Spn	no
operaciones	Spn	no
de	Spn	no
abastecimiento	Spn	no
de	Spn	no
las	Spn	no
bases	Spn	no
argentinas	Spn	no
,	PUNCT	no
y	Spn	no
el	Spn	no
apoyo	Spn	no
logístico	Spn	no
a	Spn	no
las	Spn	no
actividades	Spn	no
científicas	Spn	no
que	Spn	no
desarrolla	Spn	no
el	Spn	no
país	Spn	no
en	Spn	no
la	Spn	no
Antártida	Spn	no
'	PUNCT	no
.	PUNCT	no
Por	Spn	no
último	Spn	no
,	PUNCT	no
en	Spn	no
el	Spn	no
comunicado	Spn	no
se	Spn	no
resaltó	Spn	no
que	Spn	no
'	PUNCT	no
Argentina	Spn	no
cuenta	Spn	no
en	Spn	no
la	Spn	no
actualidad	Spn	no
con	Spn	no
6	NUM	no
bases	Spn	no
de	Spn	no
actividad	Spn	no
permanente	Spn	no
en	Spn	no
el	Spn	no
Sector	Spn	no
Antártico	Spn	no
Argentino	Spn	no
.	PUNCT	no
Ellas	Spn	no
son	Spn	no
:	PUNCT	no
Orcadas	Spn	no
,	PUNCT	no
Marambio	Spn	no
,	PUNCT	no
Carlini	Spn	no
(	PUNCT	no
ex	Spn	no
Jubany	Spn	no
)	PUNCT	no
,	PUNCT	no
Esperanza	Spn	no
,	PUNCT	no
San	Spn	no
Martín	Spn	no
y	Spn	no
Belgrano	Spn	no
II	X	no
;	PUNCT	no
y	Spn	no
con	Spn	no
7	NUM	no
bases	Spn	no
de	Spn	no
actividad	Spn	no
temporaria	Spn	no
:	PUNCT	no
Brown	Spn	no
,	PUNCT	no
Matienzo	Spn	no
,	PUNCT	no
Primavera	Spn	no
,	PUNCT	no
Cámara	Spn	no
,	PUNCT	no
Melchior	Spn	no
,	PUNCT	no
Petrel	Spn	no
y	Spn	no
Decepción	Spn	no
'	PUNCT	no
.	PUNCT	no
EN	Spn	no
